	0-RawData	1-FilterAndTrim	2-ErrorModel	3.1-Dereplication	3.2-Denoising	4-ESV	5-MultipleSequenceAlignment	6-ChimeraRemoval	7-PreClassification	8-ConsensusClassification	9-Clustering_97	10-TaxaFilter_97	11-MultipletonsFilter_97	12-Subsampling_97	13-Lulu_97	14-RareSeqsFilter_97
105081	43937	35679	35679	35679 (19874 uniques)	33507 (827 uniques)	28583 (642 uniques)	28570 (620 uniques)	28556 (619 uniques)	28556 (619 uniques)	28556 (619 uniques)	28556 (491 uniques)	28358 (481 uniques)	28358 (481 uniques)	3700 (418 uniques)	3700 (418 uniques)	3683 (405 uniques)
105082	29884	23470	23470	23470 (8844 uniques)	21942 (233 uniques)	20289 (158 uniques)	20289 (151 uniques)	20207 (145 uniques)	20207 (145 uniques)	20207 (145 uniques)	20207 (128 uniques)	4743 (115 uniques)	4743 (115 uniques)	3700 (115 uniques)	3700 (115 uniques)	3700 (115 uniques)
105083	51953	41559	41559	41559 (18750 uniques)	38139 (641 uniques)	34803 (451 uniques)	34803 (436 uniques)	34604 (427 uniques)	34604 (427 uniques)	34604 (427 uniques)	34604 (368 uniques)	33948 (333 uniques)	33948 (333 uniques)	3700 (231 uniques)	3700 (231 uniques)	3668 (204 uniques)
105084	55143	44058	44058	44058 (25455 uniques)	41113 (1055 uniques)	33393 (802 uniques)	33393 (765 uniques)	33391 (764 uniques)	33391 (764 uniques)	33391 (764 uniques)	33391 (585 uniques)	33234 (574 uniques)	33234 (574 uniques)	3700 (486 uniques)	3700 (486 uniques)	3682 (472 uniques)
105085	52913	42488	42488	42488 (13263 uniques)	41681 (215 uniques)	40406 (194 uniques)	40341 (178 uniques)	39910 (154 uniques)	39910 (154 uniques)	39910 (154 uniques)	39910 (112 uniques)	21674 (92 uniques)	21674 (92 uniques)	3700 (84 uniques)	3700 (84 uniques)	3694 (80 uniques)
105086	37578	30318	30318	30318 (17403 uniques)	28241 (951 uniques)	23510 (686 uniques)	23448 (677 uniques)	23448 (677 uniques)	23448 (677 uniques)	23448 (677 uniques)	23448 (577 uniques)	22615 (556 uniques)	22615 (556 uniques)	3700 (476 uniques)	3700 (476 uniques)	3673 (457 uniques)
105087	47146	37639	37639	37639 (19895 uniques)	35680 (844 uniques)	31090 (680 uniques)	31079 (653 uniques)	31057 (651 uniques)	31057 (651 uniques)	31057 (651 uniques)	31057 (498 uniques)	30650 (486 uniques)	30650 (486 uniques)	3700 (432 uniques)	3700 (432 uniques)	3670 (409 uniques)
105088	557	126	126	126 (114 uniques)	30 (2 uniques)	30 (2 uniques)	30 (2 uniques)	30 (2 uniques)	30 (2 uniques)	30 (2 uniques)	30 (2 uniques)	0 (0 uniques)	0 (0 uniques)	/	/	/
105089	48892	38231	38231	38231 (16664 uniques)	35527 (494 uniques)	33080 (369 uniques)	33057 (352 uniques)	32963 (348 uniques)	32963 (348 uniques)	32963 (348 uniques)	32963 (297 uniques)	31363 (264 uniques)	31363 (264 uniques)	3700 (192 uniques)	3700 (192 uniques)	3687 (179 uniques)
105090	29766	24732	24732	24732 (14922 uniques)	22478 (692 uniques)	17666 (502 uniques)	17661 (487 uniques)	17654 (486 uniques)	17654 (486 uniques)	17654 (486 uniques)	17654 (396 uniques)	17498 (389 uniques)	17498 (389 uniques)	3700 (370 uniques)	3700 (370 uniques)	3687 (360 uniques)
105091	32288	25838	25838	25838 (14590 uniques)	23326 (613 uniques)	19363 (372 uniques)	19359 (364 uniques)	19359 (364 uniques)	19359 (364 uniques)	19359 (364 uniques)	19359 (345 uniques)	17870 (333 uniques)	17870 (333 uniques)	3700 (287 uniques)	3700 (287 uniques)	3668 (257 uniques)
105092	39665	32532	32532	32532 (7277 uniques)	32076 (43 uniques)	28615 (47 uniques)	28583 (39 uniques)	28583 (39 uniques)	28583 (39 uniques)	28583 (39 uniques)	28583 (29 uniques)	28456 (21 uniques)	28456 (21 uniques)	3700 (16 uniques)	3700 (16 uniques)	3700 (16 uniques)
105093	30974	24318	24318	24318 (14228 uniques)	22563 (1077 uniques)	17473 (759 uniques)	17450 (751 uniques)	17438 (750 uniques)	17438 (750 uniques)	17438 (750 uniques)	17438 (693 uniques)	17182 (682 uniques)	17182 (682 uniques)	3700 (628 uniques)	3700 (628 uniques)	3609 (559 uniques)
105094	32116	25393	25393	25393 (6990 uniques)	24934 (28 uniques)	22490 (27 uniques)	22490 (23 uniques)	22406 (17 uniques)	22406 (17 uniques)	22406 (17 uniques)	22406 (16 uniques)	22005 (13 uniques)	22005 (13 uniques)	3700 (12 uniques)	3700 (12 uniques)	3700 (12 uniques)
105095	51859	40365	40365	40365 (12432 uniques)	39709 (74 uniques)	38721 (97 uniques)	38721 (67 uniques)	38657 (64 uniques)	38657 (64 uniques)	38657 (64 uniques)	38657 (36 uniques)	38356 (33 uniques)	38356 (33 uniques)	3700 (21 uniques)	3700 (21 uniques)	3699 (20 uniques)
105096	34129	27728	27728	27728 (18156 uniques)	25126 (717 uniques)	19031 (508 uniques)	19031 (495 uniques)	19031 (495 uniques)	19031 (495 uniques)	19031 (495 uniques)	19031 (410 uniques)	18980 (407 uniques)	18980 (407 uniques)	3700 (389 uniques)	3700 (389 uniques)	3697 (387 uniques)
105097	50180	40058	40058	40058 (18152 uniques)	37033 (597 uniques)	34188 (417 uniques)	34167 (399 uniques)	34045 (396 uniques)	34045 (396 uniques)	34045 (396 uniques)	34045 (342 uniques)	32837 (291 uniques)	32837 (291 uniques)	3700 (210 uniques)	3700 (210 uniques)	3687 (198 uniques)
105098	36162	29219	29219	29219 (12936 uniques)	27274 (412 uniques)	23987 (269 uniques)	23979 (260 uniques)	23959 (258 uniques)	23959 (258 uniques)	23959 (258 uniques)	23959 (220 uniques)	8918 (212 uniques)	8918 (212 uniques)	3700 (207 uniques)	3700 (207 uniques)	3695 (203 uniques)
105099	42402	27650	27650	27650 (15195 uniques)	26324 (1176 uniques)	22579 (936 uniques)	22541 (927 uniques)	22531 (926 uniques)	22531 (926 uniques)	22531 (926 uniques)	22531 (827 uniques)	20784 (788 uniques)	20784 (788 uniques)	3700 (714 uniques)	3700 (714 uniques)	3600 (643 uniques)
105100	27546	21583	21583	21583 (14093 uniques)	19492 (858 uniques)	13571 (544 uniques)	13571 (542 uniques)	13571 (542 uniques)	13571 (542 uniques)	13571 (542 uniques)	13571 (506 uniques)	13446 (498 uniques)	13446 (498 uniques)	3700 (463 uniques)	3700 (463 uniques)	3664 (438 uniques)
105101	42326	34065	34065	34065 (15837 uniques)	32151 (620 uniques)	28558 (448 uniques)	28558 (433 uniques)	28541 (431 uniques)	28541 (431 uniques)	28541 (431 uniques)	28541 (359 uniques)	17141 (346 uniques)	17141 (346 uniques)	3700 (310 uniques)	3700 (310 uniques)	3680 (295 uniques)
105102	39883	33126	33126	33126 (12354 uniques)	32575 (150 uniques)	31921 (159 uniques)	31921 (146 uniques)	31697 (136 uniques)	31697 (136 uniques)	31697 (136 uniques)	31697 (86 uniques)	31575 (84 uniques)	31575 (84 uniques)	3700 (78 uniques)	3700 (78 uniques)	3700 (78 uniques)
105103	81973	62365	62365	62365 (10622 uniques)	61997 (69 uniques)	61808 (71 uniques)	61808 (65 uniques)	61715 (56 uniques)	61715 (56 uniques)	61715 (56 uniques)	61715 (36 uniques)	2017 (32 uniques)	2017 (32 uniques)	/	/	/
105104	164638	130317	130317	130317 (70390 uniques)	124930 (2037 uniques)	110578 (1803 uniques)	110521 (1687 uniques)	110392 (1679 uniques)	110392 (1679 uniques)	110392 (1679 uniques)	110392 (1117 uniques)	109548 (1078 uniques)	109548 (1078 uniques)	3700 (705 uniques)	3700 (705 uniques)	3660 (671 uniques)
105105	54599	42799	42799	42799 (17011 uniques)	40365 (361 uniques)	38458 (259 uniques)	38458 (247 uniques)	38118 (234 uniques)	38118 (234 uniques)	38118 (234 uniques)	38118 (210 uniques)	37123 (182 uniques)	37123 (182 uniques)	3700 (118 uniques)	3700 (118 uniques)	3684 (103 uniques)
105106	47558	30495	30495	30495 (16584 uniques)	28833 (652 uniques)	25402 (512 uniques)	25402 (493 uniques)	25402 (493 uniques)	25402 (493 uniques)	25402 (493 uniques)	25402 (393 uniques)	25338 (391 uniques)	25338 (391 uniques)	3700 (350 uniques)	3700 (350 uniques)	3676 (333 uniques)
105107	42087	33475	33475	33475 (7887 uniques)	33066 (29 uniques)	30244 (36 uniques)	30233 (27 uniques)	30233 (27 uniques)	30233 (27 uniques)	30233 (27 uniques)	30233 (15 uniques)	30136 (12 uniques)	30136 (12 uniques)	3700 (10 uniques)	3700 (10 uniques)	3698 (9 uniques)
105108	40791	32568	32568	32568 (19046 uniques)	30445 (841 uniques)	24912 (627 uniques)	24912 (621 uniques)	24912 (621 uniques)	24912 (621 uniques)	24912 (621 uniques)	24912 (507 uniques)	24825 (503 uniques)	24825 (503 uniques)	3700 (453 uniques)	3700 (453 uniques)	3689 (445 uniques)
105109	25517	19545	19545	19545 (7548 uniques)	18354 (156 uniques)	17088 (91 uniques)	17088 (86 uniques)	17060 (82 uniques)	17060 (82 uniques)	17060 (82 uniques)	17060 (76 uniques)	1952 (73 uniques)	1952 (73 uniques)	/	/	/
105110	31045	24740	24740	24740 (12655 uniques)	23779 (950 uniques)	20993 (762 uniques)	20975 (756 uniques)	20967 (755 uniques)	20967 (755 uniques)	20967 (755 uniques)	20967 (672 uniques)	20525 (659 uniques)	20525 (659 uniques)	3700 (577 uniques)	3700 (577 uniques)	3641 (539 uniques)
105111	55228	44459	44459	44459 (15801 uniques)	43759 (241 uniques)	42564 (226 uniques)	42564 (209 uniques)	42439 (203 uniques)	42439 (203 uniques)	42439 (203 uniques)	42439 (135 uniques)	42216 (128 uniques)	42216 (128 uniques)	3700 (107 uniques)	3700 (107 uniques)	3691 (101 uniques)
105112	52564	41849	41849	41849 (11493 uniques)	40539 (260 uniques)	39210 (181 uniques)	39203 (176 uniques)	39120 (171 uniques)	39120 (171 uniques)	39120 (171 uniques)	39120 (156 uniques)	4078 (143 uniques)	4078 (143 uniques)	3700 (143 uniques)	3700 (143 uniques)	3698 (142 uniques)
105113	38521	30567	30567	30567 (11079 uniques)	29163 (348 uniques)	27391 (247 uniques)	27391 (241 uniques)	27354 (239 uniques)	27354 (239 uniques)	27354 (239 uniques)	27354 (211 uniques)	6975 (206 uniques)	6975 (206 uniques)	3700 (204 uniques)	3700 (204 uniques)	3697 (202 uniques)
105114	28978	23202	23202	23202 (9036 uniques)	22790 (122 uniques)	22398 (113 uniques)	22398 (110 uniques)	22317 (106 uniques)	22317 (106 uniques)	22317 (106 uniques)	22317 (82 uniques)	22107 (78 uniques)	22107 (78 uniques)	3700 (73 uniques)	3700 (73 uniques)	3700 (73 uniques)
105115	32419	25680	25680	25680 (15465 uniques)	23374 (803 uniques)	18433 (581 uniques)	18433 (575 uniques)	18431 (574 uniques)	18431 (574 uniques)	18431 (574 uniques)	18431 (491 uniques)	18362 (486 uniques)	18362 (486 uniques)	3700 (456 uniques)	3700 (456 uniques)	3687 (448 uniques)
105116	46112	37902	37902	37902 (20819 uniques)	36374 (1479 uniques)	30489 (1130 uniques)	30451 (1119 uniques)	30362 (1113 uniques)	30362 (1113 uniques)	30362 (1113 uniques)	30362 (983 uniques)	29821 (961 uniques)	29821 (961 uniques)	3700 (796 uniques)	3700 (796 uniques)	3591 (718 uniques)
105117	60228	47132	47132	47132 (20104 uniques)	44242 (593 uniques)	40718 (397 uniques)	40675 (382 uniques)	40635 (380 uniques)	40635 (380 uniques)	40635 (380 uniques)	40635 (345 uniques)	39222 (327 uniques)	39222 (327 uniques)	3700 (225 uniques)	3700 (225 uniques)	3678 (207 uniques)
105118	49194	40938	40938	40938 (26188 uniques)	35912 (1443 uniques)	26790 (984 uniques)	26629 (967 uniques)	26629 (967 uniques)	26629 (967 uniques)	26629 (967 uniques)	26629 (860 uniques)	26288 (839 uniques)	26288 (839 uniques)	3700 (716 uniques)	3700 (716 uniques)	3552 (609 uniques)
105119	55657	46183	46183	46183 (8221 uniques)	45630 (67 uniques)	45435 (58 uniques)	45355 (51 uniques)	45312 (49 uniques)	45312 (49 uniques)	45312 (49 uniques)	45312 (43 uniques)	453 (37 uniques)	453 (37 uniques)	/	/	/
105120	53843	43632	43632	43632 (7733 uniques)	43230 (34 uniques)	43118 (35 uniques)	43118 (31 uniques)	43041 (26 uniques)	43041 (26 uniques)	43041 (26 uniques)	43041 (20 uniques)	1207 (17 uniques)	1207 (17 uniques)	/	/	/
105121	94348	75271	75271	75271 (26971 uniques)	73205 (408 uniques)	71163 (374 uniques)	71154 (339 uniques)	70229 (300 uniques)	70229 (300 uniques)	70229 (300 uniques)	70229 (231 uniques)	69598 (212 uniques)	69598 (212 uniques)	3700 (141 uniques)	3700 (141 uniques)	3679 (125 uniques)
105122	45486	36234	36234	36234 (17960 uniques)	34165 (583 uniques)	29421 (406 uniques)	29413 (399 uniques)	29411 (398 uniques)	29411 (398 uniques)	29411 (398 uniques)	29411 (321 uniques)	18142 (316 uniques)	18142 (316 uniques)	3700 (289 uniques)	3700 (289 uniques)	3687 (279 uniques)
105123	39721	30573	30573	30573 (8507 uniques)	30072 (95 uniques)	22637 (87 uniques)	22097 (78 uniques)	22097 (78 uniques)	22097 (78 uniques)	22097 (78 uniques)	22097 (70 uniques)	21791 (56 uniques)	21791 (56 uniques)	3700 (52 uniques)	3700 (52 uniques)	3695 (49 uniques)
105124	44754	35853	35853	35853 (23703 uniques)	32667 (943 uniques)	24319 (656 uniques)	24319 (641 uniques)	24303 (639 uniques)	24303 (639 uniques)	24303 (639 uniques)	24303 (522 uniques)	24154 (517 uniques)	24154 (517 uniques)	3700 (467 uniques)	3700 (467 uniques)	3684 (453 uniques)
105125	57206	46079	46079	46079 (10189 uniques)	45603 (37 uniques)	41414 (36 uniques)	41364 (31 uniques)	41143 (24 uniques)	41143 (24 uniques)	41143 (24 uniques)	41143 (23 uniques)	27473 (17 uniques)	27473 (17 uniques)	3700 (15 uniques)	3700 (15 uniques)	3700 (15 uniques)
105126	25844	20080	20080	20080 (9977 uniques)	19637 (618 uniques)	18148 (543 uniques)	18112 (536 uniques)	18094 (534 uniques)	18094 (534 uniques)	18094 (534 uniques)	18094 (447 uniques)	17884 (439 uniques)	17884 (439 uniques)	3700 (421 uniques)	3700 (421 uniques)	3686 (411 uniques)
105127	15501	12546	12546	12546 (4015 uniques)	12270 (70 uniques)	12003 (70 uniques)	12003 (61 uniques)	11996 (60 uniques)	11996 (60 uniques)	11996 (60 uniques)	11996 (40 uniques)	11984 (39 uniques)	11984 (39 uniques)	3700 (39 uniques)	3700 (39 uniques)	3700 (39 uniques)
105128	61400	48513	48513	48513 (11495 uniques)	47782 (85 uniques)	43413 (93 uniques)	43375 (83 uniques)	43098 (75 uniques)	43098 (75 uniques)	43098 (75 uniques)	43098 (62 uniques)	42908 (59 uniques)	42908 (59 uniques)	3700 (47 uniques)	3700 (47 uniques)	3700 (47 uniques)
105129	38676	28413	28413	28413 (9696 uniques)	26981 (264 uniques)	25255 (195 uniques)	25207 (184 uniques)	25160 (180 uniques)	25160 (180 uniques)	25160 (180 uniques)	25160 (158 uniques)	4936 (145 uniques)	4936 (145 uniques)	3700 (145 uniques)	3700 (145 uniques)	3696 (143 uniques)
105130	27753	22112	22112	22112 (10084 uniques)	20272 (249 uniques)	19191 (163 uniques)	19184 (158 uniques)	19161 (157 uniques)	19161 (157 uniques)	19161 (157 uniques)	19161 (146 uniques)	18303 (123 uniques)	18303 (123 uniques)	3700 (91 uniques)	3700 (91 uniques)	3694 (86 uniques)
105131	36785	29203	29203	29203 (16885 uniques)	27188 (838 uniques)	22109 (644 uniques)	22072 (623 uniques)	22067 (622 uniques)	22067 (622 uniques)	22067 (622 uniques)	22067 (487 uniques)	21859 (480 uniques)	21859 (480 uniques)	3700 (447 uniques)	3700 (447 uniques)	3686 (436 uniques)
105132	32495	21198	21198	21198 (4352 uniques)	20844 (16 uniques)	20666 (13 uniques)	20666 (11 uniques)	20666 (11 uniques)	20666 (11 uniques)	20666 (11 uniques)	20666 (9 uniques)	20579 (7 uniques)	20579 (7 uniques)	3700 (7 uniques)	3700 (7 uniques)	3700 (7 uniques)
105133	37300	29669	29669	29669 (17303 uniques)	26284 (795 uniques)	21355 (542 uniques)	21345 (532 uniques)	21345 (532 uniques)	21345 (532 uniques)	21345 (532 uniques)	21345 (482 uniques)	21145 (468 uniques)	21145 (468 uniques)	3700 (405 uniques)	3700 (405 uniques)	3634 (355 uniques)
105134	49475	39964	39964	39964 (10258 uniques)	38650 (190 uniques)	37206 (129 uniques)	37206 (125 uniques)	37143 (121 uniques)	37143 (121 uniques)	37143 (121 uniques)	37143 (105 uniques)	2866 (97 uniques)	2866 (97 uniques)	/	/	/
105135	41824	33282	33282	33282 (17308 uniques)	31234 (934 uniques)	27948 (719 uniques)	27948 (712 uniques)	27948 (712 uniques)	27948 (712 uniques)	27948 (712 uniques)	27948 (636 uniques)	27676 (623 uniques)	27676 (623 uniques)	3700 (522 uniques)	3700 (522 uniques)	3613 (460 uniques)
105136	23310	18470	18470	18470 (12091 uniques)	16402 (593 uniques)	11759 (383 uniques)	11759 (379 uniques)	11759 (379 uniques)	11759 (379 uniques)	11759 (379 uniques)	11759 (330 uniques)	11703 (326 uniques)	11703 (326 uniques)	3700 (321 uniques)	3700 (321 uniques)	3696 (318 uniques)
105137	34118	27731	27731	27731 (6511 uniques)	27484 (35 uniques)	23427 (36 uniques)	23393 (28 uniques)	23393 (28 uniques)	23393 (28 uniques)	23393 (28 uniques)	23393 (18 uniques)	23353 (17 uniques)	23353 (17 uniques)	3700 (12 uniques)	3700 (12 uniques)	3700 (12 uniques)
105138	31836	24868	24868	24868 (14132 uniques)	23170 (654 uniques)	19742 (515 uniques)	19738 (500 uniques)	19738 (500 uniques)	19738 (500 uniques)	19738 (500 uniques)	19738 (418 uniques)	19639 (411 uniques)	19639 (411 uniques)	3700 (382 uniques)	3700 (382 uniques)	3696 (378 uniques)
105139	28404	22663	22663	22663 (15681 uniques)	19952 (624 uniques)	14477 (433 uniques)	14475 (422 uniques)	14475 (422 uniques)	14475 (422 uniques)	14475 (422 uniques)	14475 (369 uniques)	14321 (365 uniques)	14321 (365 uniques)	3700 (358 uniques)	3700 (358 uniques)	3682 (343 uniques)
105140	36445	28250	28250	28250 (17527 uniques)	25923 (832 uniques)	20339 (603 uniques)	20296 (582 uniques)	20296 (582 uniques)	20296 (582 uniques)	20296 (582 uniques)	20296 (496 uniques)	20134 (489 uniques)	20134 (489 uniques)	3700 (469 uniques)	3700 (469 uniques)	3695 (464 uniques)
105141	40863	32860	32860	32860 (12983 uniques)	32228 (208 uniques)	31439 (200 uniques)	31439 (189 uniques)	31375 (182 uniques)	31375 (182 uniques)	31375 (182 uniques)	31375 (132 uniques)	31275 (130 uniques)	31275 (130 uniques)	3700 (118 uniques)	3700 (118 uniques)	3698 (116 uniques)
105142	64614	53070	53070	53070 (19092 uniques)	52371 (222 uniques)	51072 (236 uniques)	51072 (206 uniques)	50706 (193 uniques)	50706 (193 uniques)	50706 (193 uniques)	50706 (108 uniques)	50585 (102 uniques)	50585 (102 uniques)	3700 (82 uniques)	3700 (82 uniques)	3700 (82 uniques)
105143	35517	26762	26762	26762 (12758 uniques)	26172 (848 uniques)	24283 (749 uniques)	24283 (739 uniques)	24263 (738 uniques)	24263 (738 uniques)	24263 (738 uniques)	24263 (642 uniques)	23417 (628 uniques)	23417 (628 uniques)	3700 (584 uniques)	3700 (584 uniques)	3675 (564 uniques)
105144	57405	45876	45876	45876 (29017 uniques)	41332 (1206 uniques)	32087 (875 uniques)	32076 (844 uniques)	32014 (842 uniques)	32014 (842 uniques)	32014 (842 uniques)	32014 (714 uniques)	29508 (691 uniques)	29508 (691 uniques)	3700 (591 uniques)	3700 (591 uniques)	3667 (565 uniques)
105145	31315	24376	24376	24376 (16664 uniques)	21653 (714 uniques)	15055 (465 uniques)	15049 (455 uniques)	15049 (455 uniques)	15049 (455 uniques)	15049 (455 uniques)	15049 (398 uniques)	14759 (391 uniques)	14759 (391 uniques)	3700 (375 uniques)	3700 (375 uniques)	3695 (371 uniques)
105146	31017	24828	24828	24828 (16870 uniques)	21623 (814 uniques)	16163 (576 uniques)	16156 (571 uniques)	16123 (569 uniques)	16123 (569 uniques)	16123 (569 uniques)	16123 (502 uniques)	15871 (493 uniques)	15871 (493 uniques)	3700 (459 uniques)	3700 (459 uniques)	3648 (420 uniques)
105147	24034	20625	20625	20625 (4505 uniques)	20377 (28 uniques)	17616 (31 uniques)	17600 (26 uniques)	17525 (19 uniques)	17525 (19 uniques)	17525 (19 uniques)	17525 (16 uniques)	17364 (12 uniques)	17364 (12 uniques)	3700 (10 uniques)	3700 (10 uniques)	3700 (10 uniques)
105148	24707	19807	19807	19807 (11504 uniques)	18440 (903 uniques)	14665 (652 uniques)	14653 (647 uniques)	14644 (646 uniques)	14644 (646 uniques)	14644 (646 uniques)	14644 (595 uniques)	14029 (576 uniques)	14029 (576 uniques)	3700 (537 uniques)	3700 (537 uniques)	3649 (498 uniques)
105149	58551	46767	46767	46767 (14344 uniques)	44614 (415 uniques)	41991 (278 uniques)	41767 (265 uniques)	41701 (261 uniques)	41701 (261 uniques)	41701 (261 uniques)	41701 (244 uniques)	6256 (229 uniques)	6256 (229 uniques)	3700 (228 uniques)	3700 (228 uniques)	3689 (222 uniques)
105150	47632	31718	31718	31718 (19984 uniques)	29006 (878 uniques)	22312 (627 uniques)	22306 (613 uniques)	22294 (611 uniques)	22294 (611 uniques)	22294 (611 uniques)	22294 (497 uniques)	22170 (493 uniques)	22170 (493 uniques)	3700 (465 uniques)	3700 (465 uniques)	3685 (455 uniques)
105151	17748	12018	12018	12018 (4887 uniques)	11746 (145 uniques)	11628 (139 uniques)	11628 (139 uniques)	11628 (139 uniques)	11628 (139 uniques)	11628 (139 uniques)	11628 (128 uniques)	11543 (125 uniques)	11543 (125 uniques)	3700 (123 uniques)	3700 (123 uniques)	3698 (122 uniques)
105152	67348	54052	54052	54052 (9610 uniques)	53445 (92 uniques)	53059 (84 uniques)	53052 (78 uniques)	52954 (69 uniques)	52954 (69 uniques)	52954 (69 uniques)	52954 (55 uniques)	986 (47 uniques)	986 (47 uniques)	/	/	/
105153	31195	26097	26097	26097 (5947 uniques)	25685 (84 uniques)	23263 (76 uniques)	23263 (72 uniques)	23263 (72 uniques)	23263 (72 uniques)	23263 (72 uniques)	23263 (63 uniques)	22565 (60 uniques)	22565 (60 uniques)	3700 (51 uniques)	3700 (51 uniques)	3700 (51 uniques)
105154	43021	34290	34290	34290 (14246 uniques)	32998 (272 uniques)	32047 (246 uniques)	32047 (226 uniques)	32047 (226 uniques)	32047 (226 uniques)	32047 (226 uniques)	32047 (188 uniques)	31382 (173 uniques)	31382 (173 uniques)	3700 (147 uniques)	3700 (147 uniques)	3694 (142 uniques)
105155	42361	33192	33192	33192 (11735 uniques)	32671 (108 uniques)	31855 (121 uniques)	31855 (101 uniques)	31811 (99 uniques)	31811 (99 uniques)	31811 (99 uniques)	31811 (60 uniques)	31646 (54 uniques)	31646 (54 uniques)	3700 (47 uniques)	3700 (47 uniques)	3700 (47 uniques)
105156	39336	31634	31634	31634 (9164 uniques)	30404 (211 uniques)	29057 (146 uniques)	29057 (142 uniques)	29007 (139 uniques)	29007 (139 uniques)	29007 (139 uniques)	29007 (125 uniques)	3193 (117 uniques)	3193 (117 uniques)	/	/	/
105157	35508	28573	28573	28573 (17062 uniques)	26235 (889 uniques)	20897 (629 uniques)	20897 (614 uniques)	20897 (614 uniques)	20897 (614 uniques)	20897 (614 uniques)	20897 (526 uniques)	20808 (520 uniques)	20808 (520 uniques)	3700 (479 uniques)	3700 (479 uniques)	3686 (468 uniques)
105158	44101	36238	36238	36238 (6308 uniques)	35924 (31 uniques)	35836 (23 uniques)	35776 (19 uniques)	35743 (17 uniques)	35743 (17 uniques)	35743 (17 uniques)	35743 (13 uniques)	117 (9 uniques)	117 (9 uniques)	/	/	/
105159	36677	28781	28781	28781 (10232 uniques)	27080 (282 uniques)	25032 (194 uniques)	24820 (181 uniques)	24796 (177 uniques)	24796 (177 uniques)	24796 (177 uniques)	24796 (161 uniques)	4229 (154 uniques)	4229 (154 uniques)	3700 (154 uniques)	3700 (154 uniques)	3698 (153 uniques)
105160	39582	31687	31687	31687 (17068 uniques)	29791 (638 uniques)	26469 (520 uniques)	26460 (497 uniques)	26433 (496 uniques)	26433 (496 uniques)	26433 (496 uniques)	26433 (378 uniques)	26305 (372 uniques)	26305 (372 uniques)	3700 (334 uniques)	3700 (334 uniques)	3692 (328 uniques)
105161	8808	6983	6983	6983 (2217 uniques)	6796 (22 uniques)	5780 (14 uniques)	5780 (14 uniques)	5780 (14 uniques)	5780 (14 uniques)	5780 (14 uniques)	5780 (14 uniques)	5625 (9 uniques)	5625 (9 uniques)	3700 (9 uniques)	3700 (9 uniques)	3700 (9 uniques)
105162	14526	11312	11312	11312 (8254 uniques)	9606 (345 uniques)	6278 (211 uniques)	6271 (204 uniques)	6271 (204 uniques)	6271 (204 uniques)	6271 (204 uniques)	6271 (172 uniques)	6210 (169 uniques)	6210 (169 uniques)	3700 (167 uniques)	3700 (167 uniques)	3699 (166 uniques)
105163	36926	29559	29559	29559 (18679 uniques)	26813 (1099 uniques)	20179 (757 uniques)	20153 (749 uniques)	20153 (749 uniques)	20153 (749 uniques)	20153 (749 uniques)	20153 (665 uniques)	19878 (657 uniques)	19878 (657 uniques)	3700 (586 uniques)	3700 (586 uniques)	3664 (556 uniques)
105164	40131	31835	31835	31835 (18276 uniques)	29665 (872 uniques)	25127 (690 uniques)	25127 (671 uniques)	25127 (671 uniques)	25127 (671 uniques)	25127 (671 uniques)	25127 (554 uniques)	24934 (542 uniques)	24934 (542 uniques)	3700 (478 uniques)	3700 (478 uniques)	3693 (473 uniques)
105165	7646	5786	5786	5786 (1934 uniques)	5581 (29 uniques)	5472 (25 uniques)	5472 (24 uniques)	5472 (24 uniques)	5472 (24 uniques)	5472 (24 uniques)	5472 (23 uniques)	5348 (21 uniques)	5348 (21 uniques)	3700 (21 uniques)	3700 (21 uniques)	3700 (21 uniques)
105166	38489	30888	30888	30888 (18107 uniques)	28701 (1374 uniques)	22353 (949 uniques)	22338 (946 uniques)	22331 (945 uniques)	22331 (945 uniques)	22331 (945 uniques)	22331 (875 uniques)	22142 (863 uniques)	22142 (863 uniques)	3700 (729 uniques)	3700 (729 uniques)	3570 (642 uniques)
105167	28557	23265	23265	23265 (11216 uniques)	22416 (891 uniques)	20121 (727 uniques)	20121 (721 uniques)	20085 (718 uniques)	20085 (718 uniques)	20085 (718 uniques)	20085 (634 uniques)	19931 (625 uniques)	19931 (625 uniques)	3700 (572 uniques)	3700 (572 uniques)	3658 (540 uniques)
105168	25382	20046	20046	20046 (10283 uniques)	19267 (844 uniques)	16988 (685 uniques)	16943 (679 uniques)	16934 (678 uniques)	16934 (678 uniques)	16934 (678 uniques)	16934 (622 uniques)	16222 (605 uniques)	16222 (605 uniques)	3700 (556 uniques)	3700 (556 uniques)	3657 (524 uniques)
105169	33820	27041	27041	27041 (11267 uniques)	25363 (380 uniques)	22763 (279 uniques)	22756 (269 uniques)	22715 (264 uniques)	22715 (264 uniques)	22715 (264 uniques)	22715 (236 uniques)	8099 (228 uniques)	8099 (228 uniques)	3700 (227 uniques)	3700 (227 uniques)	3696 (223 uniques)
105170	17569	14016	14016	14016 (7887 uniques)	13052 (711 uniques)	10625 (523 uniques)	10586 (517 uniques)	10586 (517 uniques)	10586 (517 uniques)	10586 (517 uniques)	10586 (496 uniques)	9963 (489 uniques)	9963 (489 uniques)	3700 (474 uniques)	3700 (474 uniques)	3673 (457 uniques)
