	0-RawData	1-FilterAndTrim	2-ErrorModel	3.1-Dereplication	3.2-Denoising	4-ESV	5-MultipleSequenceAlignment	6-ChimeraRemoval	7-PreClassification	8-ConsensusClassification	9-Clustering_97	10-TaxaFilter_97	11-MultipletonsFilter_97	12-Subsampling_97	13-Lulu_97	14-RareSeqsFilter_97
105427	60046	48377	48377	48377 (9622 uniques)	47802 (93 uniques)	47358 (81 uniques)	47330 (76 uniques)	47263 (71 uniques)	47263 (71 uniques)	47263 (71 uniques)	47263 (51 uniques)	2684 (43 uniques)	2684 (43 uniques)	/	/	/
105428	31969	25712	25712	25712 (16188 uniques)	22561 (736 uniques)	17637 (514 uniques)	17557 (509 uniques)	17553 (508 uniques)	17553 (508 uniques)	17553 (508 uniques)	17553 (448 uniques)	17365 (438 uniques)	17365 (438 uniques)	3700 (404 uniques)	3700 (404 uniques)	3616 (347 uniques)
105429	43828	34199	34199	34199 (19327 uniques)	32310 (620 uniques)	28749 (543 uniques)	28625 (512 uniques)	28625 (512 uniques)	28625 (512 uniques)	28625 (512 uniques)	28625 (374 uniques)	28435 (364 uniques)	28435 (364 uniques)	3700 (331 uniques)	3700 (330 uniques)	3689 (322 uniques)
105430	25810	20696	20696	20696 (7630 uniques)	20314 (85 uniques)	19765 (78 uniques)	19765 (71 uniques)	19664 (67 uniques)	19664 (67 uniques)	19664 (67 uniques)	19664 (42 uniques)	19559 (39 uniques)	19559 (39 uniques)	3700 (37 uniques)	3700 (37 uniques)	3699 (36 uniques)
105431	17955	14535	14535	14535 (9193 uniques)	12952 (646 uniques)	9738 (429 uniques)	9738 (429 uniques)	9738 (429 uniques)	9738 (429 uniques)	9738 (429 uniques)	9738 (408 uniques)	9169 (394 uniques)	9169 (394 uniques)	3700 (382 uniques)	3700 (382 uniques)	3678 (366 uniques)
105432	28236	23416	23416	23416 (5704 uniques)	23118 (44 uniques)	22784 (40 uniques)	22774 (35 uniques)	22567 (28 uniques)	22567 (28 uniques)	22567 (28 uniques)	22567 (22 uniques)	22416 (20 uniques)	22416 (20 uniques)	3700 (17 uniques)	3700 (17 uniques)	3700 (17 uniques)
105433	41215	32729	32729	32729 (10997 uniques)	31326 (299 uniques)	29604 (224 uniques)	29600 (219 uniques)	29568 (218 uniques)	29568 (218 uniques)	29568 (218 uniques)	29568 (190 uniques)	6292 (181 uniques)	6292 (181 uniques)	3700 (180 uniques)	3700 (180 uniques)	3696 (178 uniques)
105434	54189	43083	43083	43083 (19259 uniques)	40463 (527 uniques)	37688 (417 uniques)	37688 (400 uniques)	37355 (385 uniques)	37355 (385 uniques)	37355 (385 uniques)	37355 (323 uniques)	36876 (304 uniques)	36876 (304 uniques)	3700 (214 uniques)	3700 (214 uniques)	3685 (201 uniques)
105435	24646	19559	19559	19559 (11063 uniques)	18101 (421 uniques)	16235 (335 uniques)	16227 (329 uniques)	16127 (327 uniques)	16127 (327 uniques)	16127 (327 uniques)	16127 (282 uniques)	15850 (274 uniques)	15850 (274 uniques)	3700 (254 uniques)	3700 (254 uniques)	3673 (235 uniques)
105436	53524	42638	42638	42638 (26341 uniques)	39432 (901 uniques)	32258 (719 uniques)	32246 (688 uniques)	32246 (688 uniques)	32246 (688 uniques)	32246 (688 uniques)	32246 (542 uniques)	31939 (534 uniques)	31939 (534 uniques)	3700 (466 uniques)	3700 (466 uniques)	3687 (456 uniques)
105437	35066	28097	28097	28097 (11249 uniques)	26603 (329 uniques)	24400 (228 uniques)	24341 (219 uniques)	24325 (216 uniques)	24325 (216 uniques)	24325 (216 uniques)	24325 (187 uniques)	7194 (176 uniques)	7194 (176 uniques)	3700 (174 uniques)	3700 (174 uniques)	3700 (174 uniques)
105438	54026	43162	43162	43162 (27273 uniques)	40263 (960 uniques)	32346 (755 uniques)	32333 (717 uniques)	32333 (717 uniques)	32333 (717 uniques)	32333 (717 uniques)	32333 (568 uniques)	32184 (561 uniques)	32184 (561 uniques)	3700 (502 uniques)	3700 (501 uniques)	3695 (497 uniques)
105439	21261	16911	16911	16911 (9338 uniques)	14861 (390 uniques)	13077 (284 uniques)	13068 (269 uniques)	13060 (268 uniques)	13060 (268 uniques)	13060 (268 uniques)	13060 (226 uniques)	12708 (209 uniques)	12708 (209 uniques)	3700 (197 uniques)	3700 (197 uniques)	3687 (186 uniques)
105440	22410	17811	17811	17811 (7902 uniques)	16562 (151 uniques)	15853 (111 uniques)	15853 (109 uniques)	15853 (109 uniques)	15853 (109 uniques)	15853 (109 uniques)	15853 (91 uniques)	15606 (83 uniques)	15606 (83 uniques)	3700 (77 uniques)	3700 (77 uniques)	3699 (76 uniques)
105441	15725	11948	11948	11948 (3630 uniques)	11697 (29 uniques)	8980 (19 uniques)	8978 (18 uniques)	8978 (18 uniques)	8978 (18 uniques)	8978 (18 uniques)	8978 (18 uniques)	8804 (12 uniques)	8804 (12 uniques)	3700 (11 uniques)	3700 (11 uniques)	3700 (11 uniques)
105442	48190	38467	38467	38467 (12888 uniques)	37026 (322 uniques)	35073 (227 uniques)	35073 (221 uniques)	35005 (217 uniques)	35005 (217 uniques)	35005 (217 uniques)	35005 (188 uniques)	7679 (179 uniques)	7679 (179 uniques)	3700 (176 uniques)	3700 (176 uniques)	3697 (173 uniques)
105443	21518	17575	17575	17575 (5974 uniques)	17257 (51 uniques)	17003 (47 uniques)	17003 (44 uniques)	16958 (40 uniques)	16958 (40 uniques)	16958 (40 uniques)	16958 (31 uniques)	16905 (29 uniques)	16905 (29 uniques)	3700 (28 uniques)	3700 (28 uniques)	3700 (28 uniques)
105444	43951	35126	35126	35126 (20288 uniques)	33093 (745 uniques)	27471 (569 uniques)	27411 (543 uniques)	27404 (542 uniques)	27404 (542 uniques)	27404 (542 uniques)	27404 (399 uniques)	27237 (392 uniques)	27237 (392 uniques)	3700 (354 uniques)	3700 (354 uniques)	3684 (343 uniques)
105445	34831	27981	27981	27981 (16357 uniques)	26257 (668 uniques)	21921 (512 uniques)	21889 (493 uniques)	21889 (493 uniques)	21889 (493 uniques)	21889 (493 uniques)	21889 (387 uniques)	21792 (383 uniques)	21792 (383 uniques)	3700 (365 uniques)	3700 (365 uniques)	3693 (360 uniques)
105446	8419	6682	6682	6682 (3163 uniques)	6335 (136 uniques)	6065 (125 uniques)	6065 (118 uniques)	6065 (118 uniques)	6065 (118 uniques)	6065 (118 uniques)	6065 (98 uniques)	5818 (92 uniques)	5818 (92 uniques)	3700 (91 uniques)	3700 (91 uniques)	3700 (91 uniques)
105447	20445	16137	16137	16137 (10383 uniques)	14612 (504 uniques)	11297 (359 uniques)	11293 (347 uniques)	11290 (346 uniques)	11290 (346 uniques)	11290 (346 uniques)	11290 (289 uniques)	11196 (284 uniques)	11196 (284 uniques)	3700 (279 uniques)	3700 (279 uniques)	3693 (273 uniques)
105448	16419	13074	13074	13074 (3313 uniques)	12644 (75 uniques)	12507 (64 uniques)	12476 (60 uniques)	12448 (59 uniques)	12448 (59 uniques)	12448 (59 uniques)	12448 (55 uniques)	706 (44 uniques)	706 (44 uniques)	/	/	/
105449	21739	16536	16536	16536 (7655 uniques)	15219 (255 uniques)	13725 (182 uniques)	13715 (171 uniques)	13715 (171 uniques)	13715 (171 uniques)	13715 (171 uniques)	13715 (151 uniques)	5000 (145 uniques)	5000 (145 uniques)	3700 (144 uniques)	3700 (144 uniques)	3696 (141 uniques)
105450	20764	16385	16385	16385 (3543 uniques)	16118 (26 uniques)	16044 (25 uniques)	16044 (22 uniques)	16028 (21 uniques)	16028 (21 uniques)	16028 (21 uniques)	16028 (18 uniques)	259 (14 uniques)	259 (14 uniques)	/	/	/
105451	17115	14359	14359	14359 (3126 uniques)	14177 (16 uniques)	13231 (18 uniques)	13231 (14 uniques)	13231 (14 uniques)	13231 (14 uniques)	13231 (14 uniques)	13231 (13 uniques)	13156 (9 uniques)	13156 (9 uniques)	3700 (9 uniques)	3700 (9 uniques)	3700 (9 uniques)
105452	29025	23499	23499	23499 (12778 uniques)	21410 (452 uniques)	17286 (302 uniques)	17241 (289 uniques)	17241 (289 uniques)	17241 (289 uniques)	17241 (289 uniques)	17241 (252 uniques)	9257 (245 uniques)	9257 (245 uniques)	3700 (242 uniques)	3700 (242 uniques)	3694 (238 uniques)
105453	21884	17164	17164	17164 (4290 uniques)	16775 (30 uniques)	16236 (25 uniques)	16228 (21 uniques)	16228 (21 uniques)	16228 (21 uniques)	16228 (21 uniques)	16228 (13 uniques)	16169 (9 uniques)	16169 (9 uniques)	3700 (8 uniques)	3700 (8 uniques)	3700 (8 uniques)
105454	24682	19316	19316	19316 (12493 uniques)	17518 (520 uniques)	13916 (387 uniques)	13916 (376 uniques)	13916 (376 uniques)	13916 (376 uniques)	13916 (376 uniques)	13916 (323 uniques)	13841 (319 uniques)	13841 (319 uniques)	3700 (307 uniques)	3700 (307 uniques)	3700 (307 uniques)
105455	26622	21103	21103	21103 (12996 uniques)	19036 (430 uniques)	14569 (280 uniques)	14515 (269 uniques)	14515 (269 uniques)	14515 (269 uniques)	14515 (269 uniques)	14515 (236 uniques)	9574 (230 uniques)	9574 (230 uniques)	3700 (228 uniques)	3700 (228 uniques)	3698 (226 uniques)
105456	18573	14691	14691	14691 (9214 uniques)	13366 (401 uniques)	11109 (312 uniques)	11080 (305 uniques)	11080 (305 uniques)	11080 (305 uniques)	11080 (305 uniques)	11080 (273 uniques)	11027 (269 uniques)	11027 (269 uniques)	3700 (265 uniques)	3700 (265 uniques)	3694 (260 uniques)
105457	11932	9293	9293	9293 (3032 uniques)	9028 (21 uniques)	8381 (20 uniques)	8381 (20 uniques)	8381 (20 uniques)	8381 (20 uniques)	8381 (20 uniques)	8381 (19 uniques)	7989 (17 uniques)	7989 (17 uniques)	3700 (17 uniques)	3700 (17 uniques)	3698 (16 uniques)
105458	22634	18053	18053	18053 (11785 uniques)	16182 (590 uniques)	12815 (412 uniques)	12787 (411 uniques)	12787 (411 uniques)	12787 (411 uniques)	12787 (411 uniques)	12787 (382 uniques)	12607 (375 uniques)	12607 (375 uniques)	3700 (360 uniques)	3700 (360 uniques)	3676 (345 uniques)
105459	2444	1594	1594	1594 (678 uniques)	1542 (16 uniques)	1513 (12 uniques)	1513 (12 uniques)	1513 (12 uniques)	1513 (12 uniques)	1513 (12 uniques)	1513 (12 uniques)	1495 (11 uniques)	1495 (11 uniques)	/	/	/
105460	3011	2365	2365	2365 (1038 uniques)	2309 (21 uniques)	2297 (23 uniques)	2297 (21 uniques)	2297 (21 uniques)	2297 (21 uniques)	2297 (21 uniques)	2297 (18 uniques)	1782 (16 uniques)	1782 (16 uniques)	/	/	/
105461	9685	8166	8166	8166 (2008 uniques)	7919 (15 uniques)	7906 (13 uniques)	7906 (10 uniques)	7906 (10 uniques)	7906 (10 uniques)	7906 (10 uniques)	7906 (9 uniques)	7863 (7 uniques)	7863 (7 uniques)	3700 (7 uniques)	3700 (7 uniques)	3700 (7 uniques)
105462	40246	32177	32177	32177 (20752 uniques)	29195 (939 uniques)	21362 (596 uniques)	21362 (585 uniques)	21316 (584 uniques)	21316 (584 uniques)	21316 (584 uniques)	21316 (518 uniques)	21183 (510 uniques)	21183 (510 uniques)	3700 (438 uniques)	3700 (438 uniques)	3672 (418 uniques)
105463	27059	20590	20590	20590 (8883 uniques)	19259 (304 uniques)	17334 (201 uniques)	17334 (195 uniques)	17334 (195 uniques)	17334 (195 uniques)	17334 (195 uniques)	17334 (172 uniques)	5797 (167 uniques)	5797 (167 uniques)	3700 (166 uniques)	3700 (166 uniques)	3700 (166 uniques)
105464	29471	23490	23490	23490 (6096 uniques)	23018 (31 uniques)	21477 (33 uniques)	21453 (28 uniques)	21453 (28 uniques)	21453 (28 uniques)	21453 (28 uniques)	21453 (21 uniques)	21271 (17 uniques)	21271 (17 uniques)	3700 (16 uniques)	3700 (16 uniques)	3700 (16 uniques)
105465	45693	38393	38393	38393 (12931 uniques)	37116 (509 uniques)	35184 (374 uniques)	31906 (336 uniques)	31838 (331 uniques)	31838 (331 uniques)	31838 (331 uniques)	31838 (300 uniques)	8802 (267 uniques)	8802 (267 uniques)	3700 (262 uniques)	3700 (262 uniques)	3681 (249 uniques)
105466	57737	45628	45628	45628 (12708 uniques)	44435 (216 uniques)	43399 (174 uniques)	43397 (170 uniques)	42470 (143 uniques)	42470 (143 uniques)	42470 (143 uniques)	42470 (121 uniques)	37824 (110 uniques)	37823 (109 uniques)	3700 (82 uniques)	3700 (82 uniques)	3695 (79 uniques)
105467	46266	36589	36589	36589 (15894 uniques)	35701 (546 uniques)	33262 (475 uniques)	33102 (454 uniques)	32996 (449 uniques)	32996 (449 uniques)	32996 (449 uniques)	32996 (332 uniques)	26077 (245 uniques)	26077 (245 uniques)	3700 (211 uniques)	3700 (211 uniques)	3656 (180 uniques)
105468	61496	51457	51457	51457 (12618 uniques)	50061 (487 uniques)	48195 (370 uniques)	48180 (356 uniques)	47836 (346 uniques)	47836 (346 uniques)	47836 (346 uniques)	47836 (310 uniques)	9605 (290 uniques)	9605 (290 uniques)	3700 (278 uniques)	3700 (278 uniques)	3685 (268 uniques)
105469	36919	29449	29449	29449 (12367 uniques)	28298 (435 uniques)	26850 (335 uniques)	22847 (300 uniques)	22833 (299 uniques)	22833 (299 uniques)	22833 (299 uniques)	22833 (262 uniques)	13922 (245 uniques)	13922 (245 uniques)	3700 (216 uniques)	3700 (216 uniques)	3682 (203 uniques)
105470	44574	37494	37494	37494 (13089 uniques)	36600 (256 uniques)	35691 (218 uniques)	35225 (197 uniques)	34610 (176 uniques)	34610 (176 uniques)	34610 (176 uniques)	34610 (150 uniques)	29722 (122 uniques)	29722 (122 uniques)	3700 (92 uniques)	3700 (92 uniques)	3689 (82 uniques)
105471	22791	18757	18757	18757 (4713 uniques)	18527 (36 uniques)	18435 (30 uniques)	18435 (27 uniques)	18388 (24 uniques)	18388 (24 uniques)	18388 (24 uniques)	18388 (21 uniques)	18358 (19 uniques)	18358 (19 uniques)	3700 (15 uniques)	3700 (15 uniques)	3692 (10 uniques)
105472	251881	201764	201764	201764 (103743 uniques)	194903 (2210 uniques)	172960 (2075 uniques)	172926 (1917 uniques)	170464 (1855 uniques)	170464 (1855 uniques)	170464 (1855 uniques)	170464 (1232 uniques)	167158 (1206 uniques)	167157 (1205 uniques)	3700 (670 uniques)	3700 (670 uniques)	3655 (631 uniques)
105473	40760	32279	32279	32279 (9977 uniques)	31559 (156 uniques)	30853 (138 uniques)	30853 (129 uniques)	30652 (115 uniques)	30652 (115 uniques)	30652 (115 uniques)	30652 (86 uniques)	10279 (70 uniques)	10279 (70 uniques)	3700 (65 uniques)	3700 (65 uniques)	3699 (64 uniques)
105474	78957	64546	64546	64546 (11690 uniques)	64101 (73 uniques)	63919 (78 uniques)	63916 (70 uniques)	63698 (59 uniques)	63698 (59 uniques)	63698 (59 uniques)	63698 (43 uniques)	2589 (38 uniques)	2589 (38 uniques)	/	/	/
105475	13679	10407	10407	10407 (5896 uniques)	9703 (540 uniques)	7872 (403 uniques)	7838 (399 uniques)	7831 (398 uniques)	7831 (398 uniques)	7831 (398 uniques)	7831 (377 uniques)	7743 (369 uniques)	7743 (369 uniques)	3700 (362 uniques)	3700 (362 uniques)	3685 (352 uniques)
105476	36283	29485	29485	29485 (8755 uniques)	29103 (52 uniques)	28619 (61 uniques)	28619 (47 uniques)	28239 (40 uniques)	28239 (40 uniques)	28239 (40 uniques)	28239 (21 uniques)	28153 (18 uniques)	28153 (18 uniques)	3700 (15 uniques)	3700 (15 uniques)	3700 (15 uniques)
105477	25664	20693	20693	20693 (5424 uniques)	19953 (91 uniques)	19614 (64 uniques)	19614 (62 uniques)	19590 (61 uniques)	19590 (61 uniques)	19590 (61 uniques)	19590 (50 uniques)	1384 (38 uniques)	1384 (38 uniques)	/	/	/
105478	18866	15399	15399	15399 (11832 uniques)	12258 (506 uniques)	7944 (310 uniques)	7923 (306 uniques)	7923 (306 uniques)	7923 (306 uniques)	7923 (306 uniques)	7923 (279 uniques)	7878 (276 uniques)	7878 (276 uniques)	3700 (275 uniques)	3700 (275 uniques)	3681 (263 uniques)
105479	55327	44118	44118	44118 (16410 uniques)	42075 (523 uniques)	38288 (355 uniques)	38281 (347 uniques)	38225 (342 uniques)	38225 (342 uniques)	38225 (342 uniques)	38225 (293 uniques)	10787 (265 uniques)	10787 (265 uniques)	3700 (255 uniques)	3700 (255 uniques)	3695 (250 uniques)
105480	23987	12656	12656	12656 (4853 uniques)	12181 (198 uniques)	11703 (157 uniques)	9942 (131 uniques)	9942 (131 uniques)	9942 (131 uniques)	9942 (131 uniques)	9942 (118 uniques)	9724 (107 uniques)	9724 (107 uniques)	3700 (102 uniques)	3700 (102 uniques)	3689 (94 uniques)
105481	11029	8715	8715	8715 (4980 uniques)	8194 (439 uniques)	6840 (347 uniques)	6840 (347 uniques)	6825 (346 uniques)	6825 (346 uniques)	6825 (346 uniques)	6825 (327 uniques)	6612 (317 uniques)	6612 (317 uniques)	3700 (316 uniques)	3700 (315 uniques)	3698 (314 uniques)
105482	62808	49515	49515	49515 (9633 uniques)	49007 (60 uniques)	48758 (47 uniques)	48754 (44 uniques)	48685 (39 uniques)	48685 (39 uniques)	48685 (39 uniques)	48685 (33 uniques)	947 (27 uniques)	947 (27 uniques)	/	/	/
105484	30434	22817	22817	22817 (5482 uniques)	21754 (84 uniques)	21416 (57 uniques)	21416 (55 uniques)	21398 (54 uniques)	21398 (54 uniques)	21398 (54 uniques)	21398 (52 uniques)	497 (36 uniques)	497 (36 uniques)	/	/	/
105485	3950	3077	3077	3077 (2178 uniques)	2502 (192 uniques)	1627 (118 uniques)	1622 (116 uniques)	1622 (116 uniques)	1622 (116 uniques)	1622 (116 uniques)	1622 (114 uniques)	1585 (111 uniques)	1585 (111 uniques)	/	/	/
105486	18705	15387	15387	15387 (4763 uniques)	14470 (97 uniques)	14016 (70 uniques)	14016 (68 uniques)	13999 (67 uniques)	13999 (67 uniques)	13999 (67 uniques)	13999 (57 uniques)	1378 (48 uniques)	1378 (48 uniques)	/	/	/
105487	57226	45895	45895	45895 (18870 uniques)	43070 (485 uniques)	40461 (333 uniques)	40448 (321 uniques)	40184 (311 uniques)	40184 (311 uniques)	40184 (311 uniques)	40184 (277 uniques)	38716 (251 uniques)	38716 (251 uniques)	3700 (158 uniques)	3700 (158 uniques)	3686 (147 uniques)
105488	51501	39789	39789	39789 (22626 uniques)	37210 (1048 uniques)	32336 (813 uniques)	32329 (793 uniques)	32310 (792 uniques)	32310 (792 uniques)	32310 (792 uniques)	32310 (683 uniques)	32093 (679 uniques)	32093 (679 uniques)	3700 (562 uniques)	3700 (562 uniques)	3600 (486 uniques)
105489	48501	38146	38146	38146 (18453 uniques)	34973 (562 uniques)	32093 (415 uniques)	32078 (398 uniques)	31829 (390 uniques)	31829 (390 uniques)	31829 (390 uniques)	31829 (330 uniques)	31363 (304 uniques)	31363 (304 uniques)	3700 (224 uniques)	3700 (224 uniques)	3682 (208 uniques)
105490	8039	6430	6430	6430 (3587 uniques)	5726 (231 uniques)	4564 (161 uniques)	4564 (156 uniques)	4547 (155 uniques)	4547 (155 uniques)	4547 (155 uniques)	4547 (137 uniques)	4512 (134 uniques)	4512 (134 uniques)	3700 (134 uniques)	3700 (134 uniques)	3698 (133 uniques)
105491	33186	26631	26631	26631 (15931 uniques)	24746 (759 uniques)	20036 (568 uniques)	19998 (548 uniques)	19998 (548 uniques)	19998 (548 uniques)	19998 (548 uniques)	19998 (439 uniques)	19740 (434 uniques)	19740 (434 uniques)	3700 (404 uniques)	3700 (404 uniques)	3696 (401 uniques)
105492	46444	34832	34832	34832 (16184 uniques)	32691 (542 uniques)	29025 (389 uniques)	28887 (375 uniques)	28866 (373 uniques)	28866 (373 uniques)	28866 (373 uniques)	28866 (298 uniques)	13648 (292 uniques)	13648 (292 uniques)	3700 (281 uniques)	3700 (281 uniques)	3692 (277 uniques)
105493	29422	23752	23752	23752 (13131 uniques)	22327 (533 uniques)	19566 (418 uniques)	19566 (405 uniques)	19544 (404 uniques)	19544 (404 uniques)	19544 (404 uniques)	19544 (326 uniques)	19439 (323 uniques)	19439 (323 uniques)	3700 (297 uniques)	3700 (297 uniques)	3675 (279 uniques)
105494	29090	21673	21673	21673 (12349 uniques)	19658 (669 uniques)	16553 (493 uniques)	16443 (482 uniques)	16443 (482 uniques)	16443 (482 uniques)	16443 (482 uniques)	16443 (425 uniques)	15193 (414 uniques)	15193 (414 uniques)	3700 (390 uniques)	3700 (390 uniques)	3692 (384 uniques)
105495	27675	22621	22621	22621 (14646 uniques)	20545 (599 uniques)	15715 (399 uniques)	15693 (380 uniques)	15693 (380 uniques)	15693 (380 uniques)	15693 (380 uniques)	15693 (315 uniques)	15511 (306 uniques)	15511 (306 uniques)	3700 (298 uniques)	3700 (298 uniques)	3684 (286 uniques)
105496	53109	42905	42905	42905 (18630 uniques)	39973 (582 uniques)	36426 (370 uniques)	36386 (355 uniques)	36298 (352 uniques)	36298 (352 uniques)	36298 (352 uniques)	36298 (319 uniques)	35501 (294 uniques)	35501 (294 uniques)	3700 (206 uniques)	3700 (206 uniques)	3677 (186 uniques)
105497	44395	34430	34430	34430 (21097 uniques)	31704 (882 uniques)	25002 (655 uniques)	25002 (639 uniques)	25002 (639 uniques)	25002 (639 uniques)	25002 (639 uniques)	25002 (519 uniques)	24821 (513 uniques)	24821 (513 uniques)	3700 (466 uniques)	3700 (466 uniques)	3698 (464 uniques)
105498	49449	38626	38626	38626 (20526 uniques)	36983 (1328 uniques)	30283 (981 uniques)	30246 (958 uniques)	30233 (956 uniques)	30233 (956 uniques)	30233 (956 uniques)	30233 (796 uniques)	29942 (773 uniques)	29942 (773 uniques)	3700 (637 uniques)	3700 (637 uniques)	3615 (575 uniques)
105499	59031	46493	46493	46493 (27395 uniques)	43699 (997 uniques)	35649 (771 uniques)	35602 (743 uniques)	35599 (742 uniques)	35599 (742 uniques)	35599 (742 uniques)	35599 (566 uniques)	35241 (555 uniques)	35241 (555 uniques)	3700 (485 uniques)	3700 (485 uniques)	3689 (476 uniques)
105500	37210	29222	29222	29222 (11320 uniques)	27561 (378 uniques)	25333 (258 uniques)	25124 (252 uniques)	25088 (248 uniques)	25088 (248 uniques)	25088 (248 uniques)	25088 (224 uniques)	6581 (217 uniques)	6581 (217 uniques)	3700 (217 uniques)	3700 (217 uniques)	3691 (210 uniques)
105501	31435	25031	25031	25031 (14875 uniques)	23272 (678 uniques)	19099 (503 uniques)	19091 (488 uniques)	19091 (488 uniques)	19091 (488 uniques)	19091 (488 uniques)	19091 (409 uniques)	18875 (400 uniques)	18875 (400 uniques)	3700 (368 uniques)	3700 (368 uniques)	3698 (366 uniques)
105502	30810	24227	24227	24227 (13274 uniques)	22388 (636 uniques)	19167 (455 uniques)	19111 (449 uniques)	19111 (449 uniques)	19111 (449 uniques)	19111 (449 uniques)	19111 (385 uniques)	18760 (373 uniques)	18760 (373 uniques)	3700 (334 uniques)	3700 (334 uniques)	3692 (328 uniques)
105503	26116	21245	21245	21245 (5595 uniques)	20798 (115 uniques)	18879 (76 uniques)	18879 (73 uniques)	18879 (73 uniques)	18879 (73 uniques)	18879 (73 uniques)	18879 (69 uniques)	18802 (66 uniques)	18802 (66 uniques)	3700 (44 uniques)	3700 (44 uniques)	3699 (43 uniques)
105504	41671	33468	33468	33468 (18719 uniques)	30378 (974 uniques)	24020 (593 uniques)	23974 (578 uniques)	23974 (578 uniques)	23974 (578 uniques)	23974 (578 uniques)	23974 (547 uniques)	22667 (512 uniques)	22667 (512 uniques)	3700 (433 uniques)	3700 (433 uniques)	3633 (384 uniques)
105505	46832	37352	37352	37352 (23814 uniques)	34039 (988 uniques)	26658 (727 uniques)	26658 (702 uniques)	26658 (702 uniques)	26658 (702 uniques)	26658 (702 uniques)	26658 (572 uniques)	26281 (560 uniques)	26281 (560 uniques)	3700 (496 uniques)	3700 (496 uniques)	3677 (480 uniques)
105506	16276	14605	14605	14605 (2316 uniques)	14466 (38 uniques)	14388 (30 uniques)	14388 (28 uniques)	14367 (26 uniques)	14367 (26 uniques)	14367 (26 uniques)	14367 (24 uniques)	209 (18 uniques)	209 (18 uniques)	/	/	/
105507	44172	35757	35757	35757 (15455 uniques)	33424 (373 uniques)	31356 (263 uniques)	31356 (247 uniques)	31267 (243 uniques)	31267 (243 uniques)	31267 (243 uniques)	31267 (209 uniques)	29888 (192 uniques)	29888 (192 uniques)	3700 (130 uniques)	3700 (130 uniques)	3694 (125 uniques)
105508	45031	36365	36365	36365 (6866 uniques)	36017 (42 uniques)	35875 (37 uniques)	35871 (34 uniques)	35816 (31 uniques)	35816 (31 uniques)	35816 (31 uniques)	35816 (26 uniques)	422 (20 uniques)	422 (20 uniques)	/	/	/
105509	37794	26833	26833	26833 (14571 uniques)	25399 (566 uniques)	22486 (458 uniques)	22466 (441 uniques)	22436 (440 uniques)	22436 (440 uniques)	22436 (440 uniques)	22436 (351 uniques)	22358 (347 uniques)	22358 (347 uniques)	3700 (322 uniques)	3700 (322 uniques)	3691 (314 uniques)
105510	51277	40503	40503	40503 (25419 uniques)	37551 (1000 uniques)	30137 (762 uniques)	30137 (729 uniques)	30137 (729 uniques)	30137 (729 uniques)	30137 (729 uniques)	30137 (583 uniques)	29936 (574 uniques)	29936 (574 uniques)	3700 (513 uniques)	3700 (513 uniques)	3695 (508 uniques)
105511	15188	11659	11659	11659 (3218 uniques)	11407 (20 uniques)	10202 (17 uniques)	10200 (14 uniques)	10200 (14 uniques)	10200 (14 uniques)	10200 (14 uniques)	10200 (13 uniques)	10060 (10 uniques)	10060 (10 uniques)	3700 (10 uniques)	3700 (10 uniques)	3699 (9 uniques)
105512	39484	31234	31234	31234 (19989 uniques)	28597 (821 uniques)	21547 (574 uniques)	21515 (555 uniques)	21515 (555 uniques)	21515 (555 uniques)	21515 (555 uniques)	21515 (447 uniques)	21394 (440 uniques)	21394 (440 uniques)	3700 (405 uniques)	3700 (405 uniques)	3692 (399 uniques)
105513	46706	37533	37533	37533 (11313 uniques)	36046 (240 uniques)	34660 (191 uniques)	34576 (184 uniques)	34511 (181 uniques)	34511 (181 uniques)	34511 (181 uniques)	34511 (148 uniques)	4942 (135 uniques)	4942 (135 uniques)	3700 (135 uniques)	3700 (135 uniques)	3700 (135 uniques)
105514	90518	72459	72459	72459 (29296 uniques)	68300 (838 uniques)	63534 (566 uniques)	63416 (539 uniques)	62307 (517 uniques)	62307 (517 uniques)	62307 (517 uniques)	62307 (458 uniques)	59668 (413 uniques)	59668 (413 uniques)	3700 (226 uniques)	3700 (226 uniques)	3672 (204 uniques)
105515	61324	48751	48751	48751 (10090 uniques)	48086 (97 uniques)	47646 (89 uniques)	47633 (82 uniques)	47564 (79 uniques)	47564 (79 uniques)	47564 (79 uniques)	47564 (54 uniques)	3018 (42 uniques)	3018 (42 uniques)	/	/	/
105516	35582	27660	27660	27660 (18106 uniques)	24655 (821 uniques)	19208 (594 uniques)	19208 (585 uniques)	19208 (585 uniques)	19208 (585 uniques)	19208 (585 uniques)	19208 (508 uniques)	19104 (504 uniques)	19104 (504 uniques)	3700 (469 uniques)	3700 (469 uniques)	3656 (438 uniques)
105517	32347	25926	25926	25926 (8878 uniques)	24722 (228 uniques)	23341 (148 uniques)	23341 (142 uniques)	23292 (138 uniques)	23292 (138 uniques)	23292 (138 uniques)	23292 (117 uniques)	3999 (107 uniques)	3999 (107 uniques)	3700 (107 uniques)	3700 (107 uniques)	3700 (107 uniques)
105518	60568	48500	48500	48500 (30330 uniques)	44819 (1184 uniques)	36188 (933 uniques)	36188 (900 uniques)	36188 (900 uniques)	36188 (900 uniques)	36188 (900 uniques)	36188 (720 uniques)	36105 (714 uniques)	36105 (714 uniques)	3700 (599 uniques)	3700 (599 uniques)	3689 (590 uniques)
